,Material,Space Group,hform,Z_x,Electronegativity_x,IonizationPotential_x,ElectronAffinity_x,HOMO_x,LUMO_x,r_s_orbital_x,r_p_orbital_x,r_d_orbital_x,r_atomic_nonbonded_x,r_valence_lastorbital_x,r_covalent_x,Valence_x,PeriodicColumn_x,PeriodicColumn_upto18_x,NumberUnfilledOrbitals_x,Polarizability_x,Z_y,Electronegativity_y,IonizationPotential_y,ElectronAffinity_y,HOMO_y,LUMO_y,r_s_orbital_y,r_p_orbital_y,r_d_orbital_y,r_atomic_nonbonded_y,r_valence_lastorbital_y,r_covalent_y,Valence_y,PeriodicColumn_y,PeriodicColumn_upto18_y,NumberUnfilledOrbitals_y,Polarizability_y
339,OsF2,P-4m2,-0.6643187599823287,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
340,PbF2,P-4m2,-2.2594582866560624,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
341,ReF2,P-4m2,-1.0615135394397062,75,1.9,-9.41,-1.0563,-5.3736,-0.267,1.3561,1.5549,0.7516,1.59,0.7516,1.51,21.0,7.0,7.0,5.0,65.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
342,RuF2,P-4m2,-0.975503578729669,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
343,SnF2,P-4m2,-2.151174572432016,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
344,SrF2,P-4m2,-3.672067891975011,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
345,TaF2,P-4m2,-2.0606765939942164,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
346,TiF2,P-4m2,-2.534795196924302,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
347,TlF2,P-4m2,-1.686702214692471,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
348,VF2,P-4m2,-2.095925664487821,23,1.63,-7.2534,-0.2221,-4.4742,0.1316,1.5,1.4672,0.4753,1.25,0.4753,1.53,5.0,5.0,5.0,7.0,81.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
349,YF2,P-4m2,-3.104616301140528,39,1.22,-6.1707,0.6624,-2.5187,-0.9887,1.7851,1.9482,0.9426,1.62,0.9426,1.9,3.0,3.0,3.0,9.0,153.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
350,ZnF2,P-4m2,-2.298827979431403,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
351,ZrF2,P-4m2,-2.6355907404880816,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,9,3.98,-19.2531,-4.0848,-11.114,1.7177,0.4044,0.374,1.0655,0.71,0.374,0.57,7.0,7.0,17.0,1.0,3.7
352,AgH2,P-6m2,0.5210147673934508,47,1.93,-7.8182,-1.2721,-4.4022,0.9657,1.3241,1.4180000000000001,0.5486,1.53,1.3241,1.45,11.0,1.0,11.0,1.0,52.5,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
353,AuH2,P-6m2,0.5653786951039143,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
354,CuH2,P-6m2,0.32455818687688814,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
355,HfH2,P-6m2,-0.04667963432814245,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
356,IrH2,P-6m2,0.1867594393227249,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
357,MoH2,P-6m2,0.3159327666789717,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
358,NbH2,P-6m2,0.14005763784074907,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
359,NiH2,P-6m2,0.07396679548787748,28,1.91,-7.5452,-1.2886,-4.3916,0.5082,1.2589,1.57,0.3377,1.21,0.3377,1.24,10.0,10.0,10.0,2.0,48.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
360,OsH2,P-6m2,0.4201543652325235,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
361,PtH2,P-6m2,0.166853770357843,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
362,ReH2,P-6m2,0.44218802932105444,75,1.9,-9.41,-1.0563,-5.3736,-0.267,1.3561,1.5549,0.7516,1.59,0.7516,1.51,21.0,7.0,7.0,5.0,65.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
363,RhH2,P-6m2,0.04825244514755589,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
364,RuH2,P-6m2,0.282148588787192,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
365,TaH2,P-6m2,0.17101480300997451,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
366,TiH2,P-6m2,-0.09643760999211122,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
367,VH2,P-6m2,0.07413582751275467,23,1.63,-7.2534,-0.2221,-4.4742,0.1316,1.5,1.4672,0.4753,1.25,0.4753,1.53,5.0,5.0,5.0,7.0,81.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
368,WH2,P-6m2,0.4335459073660625,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
369,ZrH2,P-6m2,-0.0652266127263464,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
370,CoH2,P-6m2,0.10354605732118512,27,1.88,-7.4741,-1.3745,-4.4102,0.2412,1.2965,1.6081,0.359,1.26,0.359,1.26,9.0,9.0,9.0,3.0,53.0,1,2.2,-12.6833,-1.5273,-6.4925,0.725,0.3865,,,0.37,0.3865,0.31,1.0,1.0,1.0,1.0,4.5071074237
371,AgS2,P-4m2,0.42940406345501714,47,1.93,-7.8182,-1.2721,-4.4022,0.9657,1.3241,1.4180000000000001,0.5486,1.53,1.3241,1.45,11.0,1.0,11.0,1.0,52.5,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
372,AsS2,P-3m1,0.03786758438813701,33,2.18,-9.0974,-1.6025,-5.1964,4.1976,0.8558,1.0507,0.2524,1.19,1.0507,1.19,15.0,5.0,15.0,3.0,29.8,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
373,AsS2,P-6m2,0.32175135376326774,33,2.18,-9.0974,-1.6025,-5.1964,4.1976,0.8558,1.0507,0.2524,1.19,1.0507,1.19,15.0,5.0,15.0,3.0,29.8,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
374,AuS2,P-4m2,0.6659692913784324,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
375,AuS2,P-3m1,0.3389847948766729,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
376,AuS2,P-6m2,0.6046410317009799,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
377,BiS2,P-6m2,0.16255071027348578,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
378,BiS2,P-4m2,0.14226864863366848,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
379,BiS2,P-3m1,-0.03526110171574359,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
380,CaS2,P-4m2,-0.20454419103656404,20,1.0,-6.2818,1.2046,-3.7676,-1.9349,1.7988,2.0269,0.695,1.74,1.7988,1.76,2.0,2.0,2.0,0.0,160.77,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
381,CdS2,P1,-0.06081215317003282,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
382,CdS2,P-4m2,0.2837332190261108,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
383,CrS2,P-3m1,-0.4973026505842076,24,1.66,-7.3295,-0.7587,-4.4654,0.49,1.4266,1.4063,0.4392,1.27,0.4392,1.39,6.0,6.0,6.0,6.0,78.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
384,CrS2,P-6m2,-0.6726039931704809,24,1.66,-7.3295,-0.7587,-4.4654,0.49,1.4266,1.4063,0.4392,1.27,0.4392,1.39,6.0,6.0,6.0,6.0,78.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
385,CuS2,P-4m2,0.2235784069814605,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
386,CuS2,P-3m1,0.2826819578661747,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
387,FeS2,P-4m2,-0.12538489160275765,26,1.83,-7.4058,-1.4423,-4.4232,-0.5256,1.3369,1.7071,0.3822,1.25,0.3822,1.32,8.0,8.0,8.0,4.0,58.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
388,GaS2,P-4m2,-0.29104007959953115,31,1.81,-5.6321,0.1264,-2.5791,3.273,1.0027,1.344,0.2823,1.26,1.344,1.22,13.0,3.0,13.0,5.0,51.4,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
389,GeS2,P-4m2,-0.2976777569869326,32,2.01,-7.3928,-0.7121,-3.8948,3.4236,0.922,1.1721,0.2666,1.22,1.1721,1.2,14.0,4.0,14.0,4.0,39.43,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
390,GeS2,P-3m1,-0.22369945623707643,32,2.01,-7.3928,-0.7121,-3.8948,3.4236,0.922,1.1721,0.2666,1.22,1.1721,1.2,14.0,4.0,14.0,4.0,39.43,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
391,GeS2,P-6m2,0.14053821506345265,32,2.01,-7.3928,-0.7121,-3.8948,3.4236,0.922,1.1721,0.2666,1.22,1.1721,1.2,14.0,4.0,14.0,4.0,39.43,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
392,HfS2,P-3m1,-1.5923683160634674,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
393,HfS2,P-6m2,-1.3753108487003647,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
394,HfS2,P-4m2,-1.2595332368792083,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
395,HgS2,P-6m2,0.4432535594540979,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
396,HgS2,P-4m2,0.5582418355757008,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
397,InS2,P-4m2,-0.10574620528940255,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
398,IrS2,P-4m2,0.06000877073851877,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
399,IrS2,P-3m1,-0.2792537306094592,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
400,IrS2,P-6m2,0.1018315984786599,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
401,KS2,P-4m2,0.35349789738693715,19,0.82,-4.3142,-0.4514,-2.3189,-0.40399999999999997,2.2049,0.9378,0.9378,1.96,2.2049,2.03,1.0,1.0,1.0,1.0,290.6,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
402,MoS2,P-6m2,-0.920927544752896,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
403,MoS2,P-4m2,-0.30615243215188787,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
404,MoS2,P-3m1,-0.6439962988542357,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
405,NbS2,P-4m2,-0.6789296735714233,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
406,NbS2,P-3m1,-1.0518363148967087,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
407,NbS2,P-6m2,-1.0846312057545795,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
408,NiS2,P-3m1,-0.251673800260086,28,1.91,-7.5452,-1.2886,-4.3916,0.5082,1.2589,1.57,0.3377,1.21,0.3377,1.24,10.0,10.0,10.0,2.0,48.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
409,NiS2,P-4m2,0.15065444085991805,28,1.91,-7.5452,-1.2886,-4.3916,0.5082,1.2589,1.57,0.3377,1.21,0.3377,1.24,10.0,10.0,10.0,2.0,48.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
410,NiS2,P-6m2,-0.05503466940681179,28,1.91,-7.5452,-1.2886,-4.3916,0.5082,1.2589,1.57,0.3377,1.21,0.3377,1.24,10.0,10.0,10.0,2.0,48.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
411,OsS2,P-3m1,-0.014956320274330656,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
412,OsS2,P-6m2,0.07231334234175553,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
413,OsS2,P-4m2,0.11686229536580701,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
414,PbS2,P-4m2,0.03958453333631103,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
415,PbS2,P-3m1,-0.004322527148670948,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,16,2.58,-11.7248,-2.5989,-7.0084,4.6395,0.7473,0.8493,1.3934,1.02,0.8493,1.05,6.0,6.0,16.0,2.0,19.37
